id,filename,path,text,num_chars,duration,sample_rate
1603,114868.wav,wavs\114868.wav,"Из аэропорта Бергамо можно добраться до Милана, из аэропорта Римини - до Рима.",78,6.113,44100
1604,084362.wav,wavs\084362.wav,"Группа туристов с экскурсоводом совершала прогулку на снегоходах, когда они заметили хищника.",93,5.851,44100
1605,478479.wav,wavs\478479.wav,"Диагноз ""психопат"", поставленный британскому премьеру учеными от журналистики, был опровергнут одним из ведущих психиатров страны, сообщает сайт ежедневной газеты Guardian.",172,11.285,44100
1606,204327.wav,wavs\204327.wav,"Об этом «Интерфаксу» в понедельник, двадцать первого ноября, сообщили в управлении Следственного комитета России СКР по Томской области.",136,9.874,44100
1607,149254.wav,wavs\149254.wav,"Бывший английский футболист Дэвид Бекхэм снялся в социальной рекламе ЮНИСЕФ, направленной на борьбу с насилием над детьми.",122,8.385,44100
1608,177225.wav,wavs\177225.wav,"Лента получила одиннадцать номинаций на «Оскар» и выиграла в шести, в том числе в категории «Лучший фильм».",107,7.837,44100
1609,011768.wav,wavs\011768.wav,Рано утром они были задержаны в Москве оперативниками и следователями ФСБ.,74,5.564,44100
1610,156721.wav,wavs\156721.wav,С две тысячи девятого года марши в честь латышских легионеров СС сопровождаются столкновениями между участниками шествий и антифашистами.,137,11.363,44100
1611,343903.wav,wavs\343903.wav,"Причиной аварии на шахте «Северная» в Воркуте является взрыв метана, заявила руководитель пресс-службы владеющей шахтой компании «Воркутауголь» Татьяна Бушкова.",160,13.74,44100
1612,210642.wav,wavs\210642.wav,Она родилась седьмого мая тысяча девятьсот шестьдесят третьего года в городе Темиртау Карагандинской области.,109,9.012,44100
1613,342515.wav,wavs\342515.wav,В тысяча девятьсот восемьдесят восьмой году он за семьдесят три дня проплыл из штата Массачусетс в США во Францию.,114,9.143,44100
1614,472051.wav,wavs\472051.wav,"В отличие от RQ-4 Global Hawk, стоимость китайского беспилотника составляет примерно сто долларов.",98,8.072,44100
1615,203902.wav,wavs\203902.wav,"В отличие от F-35, который считается ударным самолетом, F-22А - это истребитель, предназначенный для воздушных боев.",116,10.162,44100
1616,529254.wav,wavs\529254.wav,Об этом сообщает пресс-служба Генпрокуратуры Украины.,53,3.527,44100
1617,536365.wav,wavs\536365.wav,"Сам сосуд был обнаружен в две тысячи десятом году, однако очистили его только сейчас.",85,6.296,44100
1618,166814.wav,wavs\166814.wav,"Боевики утверждают, что в результате авиаудара двадцать восьмого марта ликвидированы были всего шесть или восемь их сторонников.",128,9.874,44100
1619,208800.wav,wavs\208800.wav,Корреспондентка британской газеты Daily Mail провела ночь в шведском ледяном отеле Icehotel.,92,7.288,44100
1620,449799.wav,wavs\449799.wav,"Астрофизики обнаружили одну из самых высокоэнергетических вспышек, когда-либо замеченных учеными.",97,7.105,44100
1621,246465.wav,wavs\246465.wav,"По подозрению в причастности к краже задержаны одиннадцать человек, работающих в грузовом терминале аэропорта.",110,8.307,44100
1622,111962.wav,wavs\111962.wav,"Кроме того, запрет распространяется на претендентов на выборные посты, от президента России до регионального депутата.",118,7.967,44100
1623,540868.wav,wavs\540868.wav,"Стогова также отметила, что ненавидит милиционеров.",51,4.075,44100
1624,539031.wav,wavs\539031.wav,На нем запечатлена сцена казни четырех мужчин.,46,3.239,44100
1625,190071.wav,wavs\190071.wav,"Как сообщил Устинов, завершено расследование по девяносто семь делам, пятьдесят семь из них направлены в суды.",110,8.255,44100
1626,041260.wav,wavs\041260.wav,Международный авиакосмический салон МАКС-2017 проходит в Жуковском с восемнадцать по двадцать третьего июля.,108,8.777,44100
1627,100977.wav,wavs\100977.wav,На лето две тысячи шестнадцатого года бронирование отелей упало на сорок процентов по сравнению с прошлым годом.,112,8.725,44100
1628,422071.wav,wavs\422071.wav,"Он сыграет немолодого графа, который принимает участие в престижной автомобильной гонке Le Mille Miglia «Тысяча миль».",118,9.091,44100
1629,453223.wav,wavs\453223.wav,Финч обратилась с жалобой в авиакомпанию.,41,3.605,44100
1630,476582.wav,wavs\476582.wav,Причина — срыв «Автокомпонентом» поставок деталей для боковых зеркал заднего вида.,82,6.531,44100
1631,527916.wav,wavs\527916.wav,"Если это правда, то это бред полнейший.",39,2.691,44100
1632,488723.wav,wavs\488723.wav,"Обладателем редкого доллара стал коллекционер, пожелавший остаться неназванным.",79,5.251,44100
1633,429816.wav,wavs\429816.wav,"Три следующих места также достались банкам КНР — China Construction Bank, Agricultural Bank of China и Bank of China.",117,9.561,44100
1634,109166.wav,wavs\109166.wav,За последние три-четыре года таких жалоб поступило около сотни.,63,4.78,44100
1635,475899.wav,wavs\475899.wav,"Кроме того, ""Челси"" находится в непростой ситуации перед последним туром группового турнира Лиги чемпионов.",107,7.602,44100
1636,223214.wav,wavs\223214.wav,"Он пояснил, что не может собрать достаточно средств на съемки крупнобюджетного кино, а малометражные фильмы его больше не интересуют.",133,11.233,44100
1637,267846.wav,wavs\267846.wav,"- Мне кажется, его появление в последней серии вполне закономерно и послужит для логической связи всей саги"".",109,8.594,44100
1638,025643.wav,wavs\025643.wav,"""Подозреваемым оказался двадцатьтрилетний ранее судимый за аналогичные преступления молодой человек, находящийся на условно-досрочном освобождении.",147,11.363,44100
1639,336661.wav,wavs\336661.wav,В США лента выйдет в ограниченный прокат во второй половине ноября.,67,4.78,44100
1640,292858.wav,wavs\292858.wav,"Также пострадали три ученика, которые получили травмы, выпрыгнув из окон.",73,5.433,44100
1641,341063.wav,wavs\341063.wav,"Первый сингл из альбома, песню, которая также носит название «Reflektor», Arcade Fire выпустили девятого сентября.",114,9.273,44100
1642,480151.wav,wavs\480151.wav,"В Приморском крае двадцать второго октября в результате ДТП погибли пять человек, еще восемь получили ранения.",110,9.012,44100
1643,209452.wav,wavs\209452.wav,"Кроме вице-премьера в списке кандидатур перечислены еще девять человек, в том числе и сейчас входящие в совет.",110,8.673,44100
1644,171693.wav,wavs\171693.wav,"седьмого февраля министр иностранных дел РФ Сергей Лавров посетил с визитом Дамаск, где провел переговоры с президентом Асадом.",127,10.684,44100
1645,242487.wav,wavs\242487.wav,"Однако большую его часть занимает национальный парк Лосиный остров, еще 10 процентов приходится на часть промышленной зоны «Калошино».",134,10.266,44100
1646,115080.wav,wavs\115080.wav,"Как пишет РИА Новости, тело было обнаружено в лесу на окраине столицы в районе Митино.",86,6.818,44100
1647,190269.wav,wavs\190269.wav,"Об этом он сказал в пятницу, пятнадцатого сентября, передает портал Tengrinews.kz.",82,6.922,44100
1648,276458.wav,wavs\276458.wav,Однако в своей статье Кашин не предъявил никаких обвинений в адрес главы региона.,81,6.165,44100
1649,528610.wav,wavs\528610.wav,"Первое место по числу коттеджных поселков в Московской области заняло Новорижское шоссе, где в настоящее время реализуется сто двадцать объектов.",145,11.311,44100
1650,336722.wav,wavs\336722.wav,"Один был убит для отбора проб ДНК, еще один - задавлен при кормлении.",69,5.46,44100
1651,495877.wav,wavs\495877.wav,"По результатам внутреннего расследования, проведенного компанией, драка действительно была и ее зачинщиком оказался сам Кларксон.",129,9.979,44100
1652,083231.wav,wavs\083231.wav,"Адвокат активиста заявляла, что будет обжаловать приговор.",58,3.527,44100
1653,187929.wav,wavs\187929.wav,"По информации следствия, двадцать второго сентября две тысячи двенадцатого года Максимов, в пьяном виде управляя «Тойотой», врезался в остановку на Минской улице.",162,12.774,44100
1654,239846.wav,wavs\239846.wav,"Башню Capital Plaza Office Tower вывели из эксплуатации в 2016-м, чтобы возвести на участке современное здание взамен устаревшего.",130,11.311,44100
1655,148532.wav,wavs\148532.wav,"Как сообщает Vallarta Daily, речь идет о местных жителях и туристах в штатах Колима, Халиско и Наярит.",102,8.124,44100
1656,278864.wav,wavs\278864.wav,"В министерстве рассчитывают на локализацию оборудования, что послужит укреплению экономических и технологических связей между нашими странами.",142,11.05,44100
1657,476653.wav,wavs\476653.wav,"Персонажи этих мультфильмов всенародно любимы, проверены временем, и мы надеемся, что товары с их изображением понравятся болельщикам.",134,10.397,44100
1658,430383.wav,wavs\430383.wav,"Первый этап визита главы России в Японию начался в четверг с города Нагато префектура Ямагути, затем он продолжится в Токио.",124,10.292,44100
1659,442711.wav,wavs\442711.wav,"Сейчас в трехэтажном особняке насчитывается пять двухместных спален, две ванные, две гостиные, кухня, хозяйственное помещение и две террасы.",140,11.52,44100
1660,174460.wav,wavs\174460.wav,"""На мой взгляд, по сравнению с прошлым годом у игроков значительно улучшились движение, техника, скорость"", - добавил Алханов.",126,12.434,44100
1661,406359.wav,wavs\406359.wav,Объем рынка медизделий в России составляет двести пятьдесят пять миллиардов рублей.,83,5.747,44100
1662,022345.wav,wavs\022345.wav,В ноябре две тысячи десятого года Viacom начала искать покупателя для студии Harmonix.,86,7.706,44100
1663,002891.wav,wavs\002891.wav,В апреле две тысячи девятого года против популярной телепередачи выступил министр внутренних дел РФ Рашид Нургалиев.,116,9.744,44100
1664,304710.wav,wavs\304710.wav,"Таким образом, наказание можно считать условным.",48,3.709,44100
1665,064273.wav,wavs\064273.wav,"пятнадцатого июля в рамках ""Проекта 35"" состоялась премьера фильма режиссера Патриса Леконта ""Откровенное признание"" Confidences trop intimes.",142,12.382,44100
1666,213054.wav,wavs\213054.wav,"Об этом сообщает сайт газеты ""Ведомости"".Продавцом участка площадью 1,88 гектара выступила компания ТЦ ""Девелопмент"".",117,9.979,44100
1667,216861.wav,wavs\216861.wav,Последний раз сигнал от самолета поступил спустя два часа после взлета.,71,4.911,44100
1668,385610.wav,wavs\385610.wav,В 1960-е Фесуненко был собственным корреспондентом Гостелерадио СССР по странам Южной Америки.,94,8.359,44100
1669,364139.wav,wavs\364139.wav,На долю Государственного космического агентства Украины за тот же период приходится один процент один пуск средней ракеты «Зенит».,130,9.561,44100
1670,527317.wav,wavs\527317.wav,"Принял ли Байден приглашение, пока неизвестно.",46,3.161,44100
1671,478844.wav,wavs\478844.wav,"Щукину предъявлено обвинение в вымогательстве, совершенном группой лиц по предварительному сговору в особо крупном размере.",123,8.62,44100
1672,326785.wav,wavs\326785.wav,"Как сообщил информационному агентству ""Интерфакс"" министр внутренних дел Чечни Руслан Алханов, всего задержано было пять человек.",129,9.874,44100
1673,092062.wav,wavs\092062.wav,"Соглашение с КЛУ ГА учитывает, по его словам, интересы не только «Аэрофлота», но и отрасли в целом.",99,8.02,44100
1674,247156.wav,wavs\247156.wav,"По словам Аль-Хафаджи, спортсмена звали Хайдер Хакем.",53,3.605,44100
1675,280013.wav,wavs\280013.wav,Задержанный уроженец Узбекистана в две тысячи восьмой году был объявлен Россией в федеральный розыск за причастность к террористической деятельности на Северном Кавказе.,169,12.852,44100
1676,389579.wav,wavs\389579.wav,Об «Авангарде» рассказал президент России Владимир Путин первого марта две тысячи восемнадцатого года в послании Федеральному собранию.,135,10.449,44100
1677,350154.wav,wavs\350154.wav,"Импорт легковых автомобилей в Россию в январе текущего года сократился на 58,8 процента, передает «Автостат».",109,9.378,44100
1678,085515.wav,wavs\085515.wav,"Тбилисскому мэру, напомним, вменяют в вину присвоение чужого имущества и отмывание денег.",89,7.523,44100
1679,415325.wav,wavs\415325.wav,В августе аналогичный инцидент в этом же регионе произошел с другим путешественником из России.,95,7.131,44100
1680,518005.wav,wavs\518005.wav,Во многих районах нет электричества и телефонной связи.,55,4.441,44100
1681,290050.wav,wavs\290050.wav,Там снова будут назначены повторные выборы.,43,2.952,44100
1682,393638.wav,wavs\393638.wav,"Об этом третьего декабря пишет газета ""Коммерсант"".",51,4.023,44100
1683,482244.wav,wavs\482244.wav,"В частности, были признаны фальсификатом носки Pierre Сardin и Modis.",69,6.296,44100
1684,320920.wav,wavs\320920.wav,Церера открыта в тысяча восемьсот первом году итальянцем Джузеппе Пиацци и названа в честь древнеримской богини плодородия.,123,8.856,44100
1685,396657.wav,wavs\396657.wav,"Кроме того, США продали Тайваню зенитные ракетные комплексы Patriot Advanced Capability - три PAC-3.",100,8.594,44100
1686,139467.wav,wavs\139467.wav,"Об этом он сказал в ходе выступления на телеканале НТВ-Молдова, передает портал Newsmaker.md.",93,7.889,44100
1687,094063.wav,wavs\094063.wav,Продажи смартфонов начались в апреле две тысячи восьмой года.,61,4.362,44100
1688,539974.wav,wavs\539974.wav,Прежнее название ей вернули через несколько часов.,50,3.605,44100
1689,327195.wav,wavs\327195.wav,Об этом m24.ru рассказала руководитель пиар-проектов «Яндекс.Такси» Элина Ставиская.,84,7.471,44100
1690,411884.wav,wavs\411884.wav,Впервые Nokia подала иск против Apple в октябре две тысячи девятого года.,73,5.512,44100
1691,027948.wav,wavs\027948.wav,"По прогнозам синоптиков, это грозит транспортным коллапсом, как для автомобилей, так и для самолетов.",101,7.367,44100
1692,036374.wav,wavs\036374.wav,"В старом оборудовании сведения о покупках сохраняла электронная контрольная лента защищенная, теперь ее заменит фискальный накопитель.",134,9.979,44100
1693,515496.wav,wavs\515496.wav,"«Мы создали российское машиностроение, производящее оборудование для солнечной энергетики на уровне мировых стандартов.",119,8.124,44100
1694,018881.wav,wavs\018881.wav,Турнир организует спортивная федерация танцев у шеста.,54,6.087,44100
1695,385285.wav,wavs\385285.wav,"Власти города решили избавиться от пяти уборных, которые обошлись городу четыре года назад в пять миллионов долларов.",117,8.202,44100
1696,356484.wav,wavs\356484.wav,"Японские школьники получили из России приглашение на соревнования по дзюдо, которые состоятся в Магнитогорске.",110,7.471,44100
1697,437911.wav,wavs\437911.wav,"Таким образом, официальный представитель СКР подтвердила озвученную ранее версию, что нападение на школьников было заранее спланированным.",138,9.848,44100
1698,107016.wav,wavs\107016.wav,В связи с этим авторы письма потребовали смены руководства компартии.,69,5.381,44100
1699,253413.wav,wavs\253413.wav,"Морской вариант комплекса ""Ураган"" ""Штиль"" поставлялся в Китай.",63,4.493,44100
1700,115410.wav,wavs\115410.wav,"Ожидается, что именно в этот день президент страны Гурбангулы Бердымухамедов совершит поездку по городу.",104,7.131,44100
1701,259614.wav,wavs\259614.wav,Запись была сделана в марте две тысячи восьмой года на концерте в Киеве.,72,5.46,44100
1702,346566.wav,wavs\346566.wav,Зрителям рекомендовали ни в коем случае не приближаться к зловещим мертвецам и не пытаться их задержать.,104,7.706,44100
1703,467183.wav,wavs\467183.wav,"Ученые-математики, в свою очередь, сумели построить модель, описывающую соотношение концентраций спирта в крови и на поверхности тела.",134,10.214,44100
1704,397999.wav,wavs\397999.wav,"В 1998-м президент Борис Ельцин предложил переименовать праздник в День России, но официально название изменилось только в две тысячи второй году.",146,11.781,44100
1705,508859.wav,wavs\508859.wav,"Вне конкурса в финал попадают основатели конкурса Великобритания, Франция, Германия, Испания и Италия, а также Дания на правах принимающей страны.",146,11.285,44100
1706,012603.wav,wavs\012603.wav,"Днем ранее сообщалось, что Минобороны России направило запросы на использование воздушного пространства Ирака и Ирана для пролета крылатых ракет.",145,10.71,44100
1707,478717.wav,wavs\478717.wav,"Они наполнили стоявший там банкомат газом, а затем при помощи аккумулятора устроили короткое замыкание и взорвали его.",118,9.012,44100
1708,373597.wav,wavs\373597.wav,"В течение осени Northern Rock получил несколько предложений о продаже, в том числе от Virgin Group миллиардера Ричарда Брэнсона.",128,9.796,44100
1709,150910.wav,wavs\150910.wav,Третья девушка отделалась незначительными ушибами.,50,3.997,44100
1710,495396.wav,wavs\495396.wav,В Ингушетии начались работы по строительству первого в регионе всесезонного туристического центра.,98,7.236,44100
1711,080391.wav,wavs\080391.wav,"Министр также отметил, что ОПЕК не должна позволить рынку контролировать цену на нефть, поскольку этот ресурс не является возобновляемым.",137,10.214,44100
1712,206841.wav,wavs\206841.wav,"Другое воздушное судно, выставленное в аэропорту Ле-Бурже, планируется выкупить за сто двадцать миллионов фунтов.",113,9.378,44100
1713,315307.wav,wavs\315307.wav,"При этом в заявлении ФИФА говорится, что расследование начато в отношении шести судей.",86,6.504,44100
1714,471344.wav,wavs\471344.wav,Сериал будет транслироваться в первую очередь подписчикам платного телеканала CBS All Access на территории США.,111,9.038,44100
1715,473560.wav,wavs\473560.wav,"По данным СМИ, он будет стоить десять долларов в месяц и конкурировать напрямую со Spotify.",91,7.288,44100
1716,006664.wav,wavs\006664.wav,"Об этом в четверг, десятого ноября, заявил представитель военного ведомства Александр Мотузяник, сообщает телеканал «112 Украина».",130,10.71,44100
1717,144156.wav,wavs\144156.wav,"Чтобы решить вопрос, пояснил Джемилев, он должен встретиться с президентом Украины Петром Порошенко, однако тот все время очень занят.",134,10.292,44100
1718,474332.wav,wavs\474332.wav,"Муса Ибрагим принадлежит к тому же племени, что и свергнутый диктатор - Аль-Каддафа.",84,6.296,44100
1719,470566.wav,wavs\470566.wav,"Максимально, что может грозить - это штраф, если действительно найдутся какие-то нарушения"", - заявил источник агентства.",121,8.908,44100
1720,369906.wav,wavs\369906.wav,"Но я чувствовал себя отягощенным своим имуществом и нездоровым образом жизни в Сиднее», — вспоминает Доран.",107,8.49,44100
1721,137069.wav,wavs\137069.wav,"В Иране британцы вступили в перепалку с местными байкерами, выразившими недовольство их внешним видом.",102,7.236,44100
1722,116239.wav,wavs\116239.wav,"До конца две тысячи тринадцатого года нужно было заказывать от миллиона рублей, тридцать тысяч долларов и евро.",111,8.96,44100
1723,300791.wav,wavs\300791.wav,Однако сторонам пока не удалось прийти к соглашению.,52,3.527,44100
1724,053083.wav,wavs\053083.wav,четырнадцатого июня суд штата Вирджиния заочно предъявил Сноудену обвинение.,76,6.687,44100
1725,398144.wav,wavs\398144.wav,"Выпускник кафедры арабской филологии Восточного факультета Ленинградского университета, Михаил Пиотровский является крупным специалистом по искусству мусульманского мира.",170,12.904,44100
1726,147286.wav,wavs\147286.wav,"Как выяснил «Коммерсантъ», наибольшие потери пришлись на внутренние перевозки.",78,5.277,44100
1727,289300.wav,wavs\289300.wav,"Партия «Национальная лига за демократию», которую возглавляет Аун Сан Су Чжи, пришла к власти в результате выборов девять месяцев назад.",136,10.109,44100
1728,062869.wav,wavs\062869.wav,В июне две тысячи двенадцатого года Аршавин попросил прощения у болельщиков сборной России по футболу после своего высказывания во время Евро-2012.,147,13.636,44100
1729,249920.wav,wavs\249920.wav,"В результате перестрелки укрывавшийся в доме был убит, а один милиционер получил ранения.",89,7.34,44100
1730,131159.wav,wavs\131159.wav,Гондурас — страна с одним из самых больших показателей нелегальной миграции в США.,82,6.034,44100
1731,229492.wav,wavs\229492.wav,"При этом постоялец должен будет подробно объяснить, почему он принял то или иное решение об оплате.",99,8.594,44100
1732,132981.wav,wavs\132981.wav,"Гитарист австралийской группы INXS Тим Фаррисс повредил безымянный палец левой руки во время катания на лодке, пишет BBC News Australia.",136,10.893,44100
1733,288796.wav,wavs\288796.wav,"Источники издания пояснили, что это упростит процессы управления компанией, снизив бюрократические риски при строительстве новых шахт взамен затопленного рудника «Соликамск-2».",176,13.819,44100
1734,347110.wav,wavs\347110.wav,"Кто его забрал, не установлено.",31,2.351,44100
1735,439110.wav,wavs\439110.wav,"Представители компании Activision назвали дату релиза игры Indiana Jones and the Staff of Kings, пишет Eurogamer.",113,9.038,44100
1736,327002.wav,wavs\327002.wav,"В том же регионе, где строится Nabucco, свой газопровод планируют возвести российский ""Газпром"" и итальянская Eni.",114,8.594,44100
1737,306796.wav,wavs\306796.wav,"Во вторник, шестого декабря, иракские силы безопасности попытались занять больничный комплекс Аль-Салем на востоке Мосула, где располагаются боевики ИГ.",152,11.468,44100
1738,230726.wav,wavs\230726.wav,"«Под специальным постом о конкурсе подписчики оставляли четверостишие собственного сочинения, посвященное лучшей половине человечества и празднику восьмого марта.",162,11.833,44100
1739,229073.wav,wavs\229073.wav,Еще семь процентов составили инвестиции в отрасль финансовых технологий.,72,5.46,44100
1740,185186.wav,wavs\185186.wav,"О состоянии милиционеров после аварии не сообщается, так же как и об избрании для них меры пресечения.",102,7.784,44100
1741,020772.wav,wavs\020772.wav,"Руководство сайта попробовало оправдать себя, заявив, что нигде не писало, что сайт предназначен ""только"" для вегетарианцев.",124,8.725,44100
1742,307634.wav,wavs\307634.wav,Среди предприятий с открытой добычей угля первое место присуждено коллективу ООО «Разрез Кийзасский».,101,8.202,44100
1743,122963.wav,wavs\122963.wav,"Пожилой итальянец, пойманный в аэропорту Кракова с 30-сантиметровым отрезком колючей проволоки из Освенцима, ушел от наказания, сообщает Polskie Radio.",151,11.52,44100
1744,325394.wav,wavs\325394.wav,26-двадцать седьмого октября в Москве прошел Synergy Global Forum.,66,5.277,44100
1745,284115.wav,wavs\284115.wav,"На второй строчке расположилась Испания, на третьей — США.",58,4.31,44100
1746,509657.wav,wavs\509657.wav,"На экспозиции покажут, каким был парк после основания — в 1930-х годах.",71,6.217,44100
1747,483194.wav,wavs\483194.wav,"Лучший актер второго плана - Кристоф Вальц ""Джанго освобожденный"".",66,5.251,44100
1748,219192.wav,wavs\219192.wav,"""Магическая генетика"" вполне доступна пятилетним детям, считают авторы исследования.",84,6.113,44100
1749,221286.wav,wavs\221286.wav,Власти популярного среди россиян курортного острова Бали хотят запретить туристам фотографироваться в бикини в непригодных для этого местах.,140,10.397,44100
1750,535130.wav,wavs\535130.wav,"Глава Русской православной церкви отметил, что программа капремонта все еще требует доработки.",94,6.165,44100
1751,296340.wav,wavs\296340.wav,"В частности, как полагают в СКР, они действовали совместно с бандформированиями Аслана Масхадова и Шамиля Басаева.",114,8.777,44100
1752,538167.wav,wavs\538167.wav,"Согласно статистике, которую приводит Прайм-ТАСС, в тысяча девятьсот девяносто девятом году из России было вывезено наличной иностранной валюты на 5,5 миллиарда долларов.",170,12.069,44100
1753,495996.wav,wavs\495996.wav,Во время записи ролика на них были шлемы и защитные очки.,57,4.206,44100
1754,120545.wav,wavs\120545.wav,"Австралийская полиция арестовала в Сиднее мужчину, который, по-видимому, готовил покушение на прибывшую в Австралию с официальным визитом английскую королеву.",158,11.416,44100
1755,089522.wav,wavs\089522.wav,"В бою это умение покажет герою, как лучше атаковать его противника.",67,5.198,44100
1756,274819.wav,wavs\274819.wav,Госсекретарь США Мадлен Олбрайт также провела встречу с Эхудом Бараком в среду вечером.,87,6.87,44100
1757,270500.wav,wavs\270500.wav,Латвия вступила в ЕС в две тысячи четвртом году.,48,5.799,44100
1758,348995.wav,wavs\348995.wav,"Напомним, что в конце августа сотрудники налоговой инспекции 2 города Москвы арестовали счета ОАО ""Новые Известия"".",115,9.326,44100
1759,056415.wav,wavs\056415.wav,"Старейшины Ачхой-Мартана подтвердили, что генерал жив и находится сейчас где-то в горных районах Чечни либо на территории Грузии.",129,8.856,44100
1760,155352.wav,wavs\155352.wav,"Как рассказал «Ленте.ру» главный редактор журнала «Иностранная литература» Александр Ливергант, в этом году награда вручалась в трех номинациях.",144,10.945,44100
1761,120433.wav,wavs\120433.wav,"В пятницу, тринадцатого февраля, глава государства проинспектировал реконструированный центр олимпийской подготовки по зимним видам спорта «Раубичи», расположенный под Минском.",176,13.793,44100
1762,108074.wav,wavs\108074.wav,"Теперь выяснилось, что проглотившая кольцо корова по кличке Йоги носила его в желудке все эти три года.",103,7.523,44100
1763,436581.wav,wavs\436581.wav,"«Бессмертный полк» — общественная акция, которая проводится в России и ряде других стран девятого мая.",102,7.706,44100
1764,325890.wav,wavs\325890.wav,Участниками благотворительной акции стали почти три тысячи человек.,67,5.564,44100
1765,238240.wav,wavs\238240.wav,"При этом, как сообщили СМИ, колония отпустила его слишком быстро, не оставив прокуратуре времени на обжалование решения.",120,9.221,44100
1766,040484.wav,wavs\040484.wav,"«Мы выступаем против Европейского союза, он стал тоталитарной структурой», — указала она.",89,6.87,44100
1767,505251.wav,wavs\505251.wav,"Первые торги по акциям Facebook, которые должны были начаться в девятнадцать часов ноль минут по московскому времени, отложены.",127,9.091,44100
1768,000568.wav,wavs\000568.wav,"При этом Вятрович сказал, что Акт провозглашения независимости Украины, принятый в тысяча девятьсот девяносто первом году, пересматриваться не будет.",149,9.979,44100
1769,471786.wav,wavs\471786.wav,"Информация о разногласиях, якобы возникших между администрацией президента и правительством России по поводу интернет-петиций граждан, не соответствует действительности.",169,12.774,44100
1770,093835.wav,wavs\093835.wav,"В итоге потерпевший согласился на требования злоумышленников, и те получили право распоряжаться недвижимостью.",110,7.784,44100
1771,347156.wav,wavs\347156.wav,"Судя по графику, размещенному на сайте биржи, рост начался с середины марта и сопровождался повышенным объемом торгов и количеством сделок.",139,10.292,44100
1772,490900.wav,wavs\490900.wav,Свободноживущие и микоризальные живущие в симбиозе с корнями высших растений грибы способны поселяться на поверхности обедненного урана.,136,9.561,44100
1773,077092.wav,wavs\077092.wav,"В феврале 2015-го в организации была введена процедура внешнего управления на восемнадцать месяцев, временным арбитражным управляющим назначена Нехина.",151,13.14,44100
1774,398160.wav,wavs\398160.wav,Несколько месяцев назад на одном из пляжей Великобритании также был найден мертвый кит. Шестиметрового полосатика нашли на пляже в Уэльсе.,138,10.998,44100
1775,123437.wav,wavs\123437.wav,"В Telenor считают, что до решения суда продавать пакет акций ""Вымпелкома"" не имеет смысла.",90,6.269,44100
1776,145287.wav,wavs\145287.wav,Магнитное поле Луны является объектом пристального изучения.,60,4.78,44100
1777,339725.wav,wavs\339725.wav,"Как и США, Эстония, Латвия и Литва являются участниками альянса НАТО.",69,5.851,44100
1778,215344.wav,wavs\215344.wav,"По одной версии, летчик требовал тридцать пять тысяч рублей у бизнесмена за размещение символики ""Стрижей"" на сувенирах.",120,8.673,44100
1779,173698.wav,wavs\173698.wav,Университет разработал больший вариант на восемьсот слов.,57,3.997,44100
1780,024804.wav,wavs\024804.wav,двадцатьтрилетний сержант внутренней службы Евгений Никулин проходит службу водителем учебно-пожарной части при Воронежском институте МЧС России.,145,11.729,44100
1781,023663.wav,wavs\023663.wav,Через несколько часов после его публикации ролик был удален со страницы Кадырова администрацией Instagram.,106,7.758,44100
1782,151398.wav,wavs\151398.wav,Международный валютный фонд МВФ существенно улучшил прогноз по нефтяным ценам.,78,6.034,44100
1783,041369.wav,wavs\041369.wav,"Всего, по данным зоологов, ненормальное поведение отмечается у сто тридцать видов живых существ, предчувствующих землетрясения.",127,9.195,44100
1784,032449.wav,wavs\032449.wav,Тудегешева дважды участвовала в Олимпийских играх - в две тысячи шестой году в Турине и в две тысячи десятом году в Ванкувере.,126,9.744,44100
1785,223045.wav,wavs\223045.wav,"«По состоянию на восемь часов ноль минут два июня были подписаны инвестиционные соглашения и меморандумы в количестве 386», — уточнил Кобяков.",142,13.035,44100
1786,380550.wav,wavs\380550.wav,"Они станут полноправными депутатами Европейского законодательного органа после того, как страна присоединится к Евросоюзу в мае две тысячи четвртого года.",154,10.71,44100
1787,164559.wav,wavs\164559.wav,"Блогеры были отпущены на свободу после того, как их адвокаты подали кассационные жалобы, которые в итоге были удовлетворены.",124,8.62,44100
1788,147576.wav,wavs\147576.wav,Правительство обсуждает возможность усиления «Аэрофлота» за счет слияния с одним из его прямых конкурентов.,107,7.889,44100
